checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
2173,1.08765082E8,,170616429,2142,-959204706,5952032,5952032,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,163091,435,20260812,18,1,3464160,1792272,10590080,,true,42052519,11337092,108765082,66712563,17505331,42052519,0
-7711186731443673343,1245437.95,115547.43434343435,192636438,2142,-959204706,7735072,5952384,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,163113,436,20260812,18,1,3464160,1792272,10592832,1126056,true,41092143,12079677,124543795,72012456,20440202,52531339,11439196
2185675431948801,1.40289094E7,313168.8888888889,867011976,2142,-959204706,14014120,12754304,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,541,80,635,42,2216,2174,998,1633,deserialize,10,163136,437,20260812,18,1,5165288,1792272,8435808,38880,true,54239439,12486517,140289094,83231135,19473333,57057959,2818520
2185675431948801,4610332.0,273833.44444444444,111243368,2142,-959204706,11674024,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,163181,438,20260812,18,1,1831080,1792272,1273568,96696,true,27211689,12095867,46103320,16427130,19192733,29676190,2464501
81,1.25074399E8,,833699743,2142,-959204706,12647688,12647688,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,519,80,635,,2152,2152,998,1633,deserialize,1,163203,439,20260812,18,1,5165592,1792272,8435808,,true,48302070,12628747,125074399,76772329,18737280,48302070,0
-1473038263736110079,212059.77,93133.81818181818,83982506,2142,-959204706,10148648,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,163248,440,20260812,18,1,863600,1791024,280792,851368,true,9145027,11604280,21205977,2840702,17777714,18365275,9220248
81,1.2106068E7,,71901674,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,163273,441,20260812,18,1,863600,1791024,280792,,true,9417402,11333095,12106068,2688666,18061733,9417402,0
-1473038263736110079,1369686.04,215577.94949494948,784928431,2142,-959204706,7888640,13403512,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,533,80,635,234,2400,2166,998,1633,deserialize,100,163295,442,20260812,18,1,5165288,1792272,8435808,1288944,true,45176988,11538214,136968604,70449399,17922619,66519205,21342217
-7711186731443673343,461827.22,106648.0808080808,105592950,2142,-959204706,12802584,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,163342,443,20260812,18,1,1854848,1792272,1273568,1620208,true,21782010,10862515,46182722,13842552,17193921,32340170,10558160
2185675431948801,1.25846887E7,285227.22222222225,186202765,2142,-959204706,9836048,9657112,7436096,18150248,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,163365,444,20260812,18,1,6925640,1792272,10591488,66312,true,57645852,10851094,125846887,65633990,17397205,60212897,2567045
81,1.58048803E8,,230422261,2142,-959204706,9628792,9628792,7436096,18028568,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,163388,445,20260812,18,1,6925640,1792272,10589952,,true,75059528,13999578,158048803,82989275,21703811,75059528,0
59341087977409921,1.3474659E7,220045.11111111112,206408313,2142,-959204706,5943192,5943192,7436096,18028544,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,163411,446,20260812,18,1,3464160,1792272,10589856,38536,true,49976405,13688891,134746590,82789779,21109707,51956811,1980406
2173,1.2057335E7,,79300759,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,163434,447,20260812,18,1,1037744,1791024,280792,,true,9246148,12325273,12057335,2811187,21847431,9246148,0
-1473038263736110079,568200.29,155882.80808080808,124580220,2142,-959204706,13138440,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,163455,448,20260812,18,1,1831080,1792272,1273568,1934040,true,24849801,12520000,56820029,16537830,19755917,40282199,15432398
59341087977409921,1.29119747E7,226729.88888888888,873387402,2142,-959204706,11111664,10633416,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,408,80,635,48,2089,2041,998,1633,serialize,10,163479,449,20260812,18,1,4601504,1792272,8435808,21600,true,47031736,13407068,129119747,80047442,19490985,49072305,2040569
59341087977409921,4446770.5,205210.33333333334,110085745,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,163525,450,20260812,18,1,1854848,1792272,1273568,75888,true,25659552,12626893,44467705,16961260,19069568,27506445,1846893
59341087977409921,1496004.6,170631.77777777778,78199516,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,163547,451,20260812,18,1,1037744,1791024,280792,28456,true,10368040,12431693,14960046,3056320,19100857,11903726,1535686
-7711186731443673343,1372417.67,181616.53535353535,903071278,2142,-959204706,21596512,10486976,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,414,80,635,298,2345,2047,998,1633,serialize,100,163569,452,20260812,18,1,4601504,1792272,8435808,1060464,true,44155936,12462220,137241767,75105794,19005498,62135973,17980037
2173,3.6489106E7,,100131868,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,163615,453,20260812,18,1,1854848,1792272,1273568,,true,22528470,10862015,36489106,13960636,18778637,22528470,0
81,3.7310929E7,,100113101,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,163637,454,20260812,18,1,1831080,1792272,1273568,,true,23229867,11428606,37310929,14081062,17955510,23229867,0
2173,1.25238795E8,,860902076,2142,-959204706,9568000,9568000,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,385,80,635,,2018,2018,998,1633,serialize,1,163659,455,20260812,18,1,4601224,1792272,8435808,,true,46324919,12461889,125238795,78913876,19981845,46324919,0
81,1.26289501E8,,194674263,2142,-959204706,9478648,9478648,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,163702,456,20260812,19,1,6925640,1792272,10591616,,true,58307833,11143236,126289501,67981668,21982977,58307833,0
-7711186731443673343,222009.99,72046.75757575757,96036281,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,163725,457,20260812,19,1,1037744,1791024,280792,303736,true,11581776,14155264,22200999,3486594,22636103,18714405,7132629
2173,1.1663985E8,,844275101,2142,-959204706,10177064,10177064,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,409,80,635,,2043,2042,998,1633,serialize,1,163749,458,20260812,19,1,4601224,1792272,8435808,,true,43981235,11622854,116639850,72658615,18721780,43981235,0
-1473038263736110079,220820.66,91287.20202020202,84629497,2142,-959204706,10148624,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,163792,459,20260812,19,1,863600,1791024,280792,851888,true,9957855,12299542,22082066,3086778,18369144,18995288,9037433
-7711186731443673343,1329148.01,178020.9393939394,880209702,2142,-959204706,21449320,10601592,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,413,80,635,300,2346,2046,998,1633,serialize,100,163817,460,20260812,19,1,4601224,1792272,8435808,1060656,true,43427297,12534288,132914801,71863431,19648242,61051370,17624073
81,1.18212322E8,,842668914,2142,-959204706,12978960,12978960,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,526,80,635,,2159,2159,998,1633,deserialize,1,163862,461,20260812,19,1,5165288,1792272,8435808,,true,45865869,13786635,118212322,72346453,22134364,45865869,0
-7711186731443673343,1411539.65,132269.47474747474,212416596,2142,-959204706,7744296,6107824,7436096,18150232,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,163907,462,20260812,19,1,3464160,1792272,10592640,1125992,true,49915939,13549035,141153965,78143348,21849856,63010617,13094678
59341087977409921,1.12476635E7,208225.0,186106073,2142,-959204706,6132336,6132336,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,163930,463,20260812,19,1,3464160,1792272,10592256,38536,true,40866614,14038872,112476635,69735996,22265212,42740639,1874025
-1473038263736110079,1469778.59,242441.67676767678,843563229,2142,-959204706,6952824,12635112,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,538,80,635,253,2424,2171,998,1633,deserialize,100,163953,464,20260812,19,1,5165424,1792272,8435808,1289232,true,48949422,12399172,146977859,74026711,19333918,72951148,24001726
59341087977409921,4069743.2,174792.77777777778,107009884,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,163998,465,20260812,19,1,1854848,1792272,1273568,75888,true,23713109,12120193,40697432,15411188,19470085,25286244,1573135
59341087977409921,1.25152166E7,267238.77777777775,848863006,2142,-959204706,10861776,9887440,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,395,80,635,61,2089,2028,998,1633,serialize,10,164019,466,20260812,19,1,4601224,1792272,8435808,21600,true,45154563,12865984,125152166,77592454,19099163,47559712,2405149
81,1.2024714E7,,72252284,2142,-959204706,8359384,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,164064,467,20260812,19,1,863600,1791024,280792,,true,9276095,11706200,12024714,2748619,17799836,9276095,0
2173,4.196503E7,,110644286,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,164086,468,20260812,19,1,1854848,1792272,1273568,,true,24855580,13073737,41965030,17109450,20120936,24855580,0
2185675431948801,1.31318359E7,277492.77777777775,196954008,2142,-959204706,9835704,9477856,7436096,18147360,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,164107,469,20260812,19,1,6925640,1792272,10590560,66312,true,62600249,12461960,131318359,66220675,19336542,65097684,2497435
-1473038263736110079,519302.48,149799.49494949495,115240270,2142,-959204706,13496288,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,164129,470,20260812,19,1,1831080,1792272,1273568,1934040,true,23109187,11367259,51930248,13990911,18349925,37939337,14830150
2173,1.3336334E7,,77507634,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,164153,471,20260812,19,1,1037744,1791024,280792,,true,10211714,12411746,13336334,3124620,19137996,10211714,0
2185675431948801,3987601.9,229154.44444444444,102558835,2142,-959204706,11674024,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,164174,472,20260812,19,1,1831080,1792272,1273568,96696,true,23797880,11323056,39876019,14015749,17995206,25860270,2062390
59341087977409921,1361058.1,166779.88888888888,80631731,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,164196,473,20260812,19,1,1037744,1791024,280792,28456,true,9377806,11677206,13610581,2731756,22590015,10878825,1501019
2185675431948801,1.24653073E7,293240.22222222225,880610414,2142,-959204706,15197744,12798736,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,535,80,635,56,2224,2168,998,1633,deserialize,10,164218,474,20260812,19,1,5165288,1792272,8435808,38816,true,47459573,11408026,124653073,74554338,20830067,50098735,2639162
2173,1.14092326E8,,178349799,2142,-959204706,5927848,5927848,7436096,18150264,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,164263,475,20260812,19,1,3464160,1792272,10592768,,true,43320794,11969208,114092326,70771532,18690199,43320794,0
2185675431948801,1413396.2,212872.55555555556,74919307,2142,-959204706,9075080,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,164286,476,20260812,19,1,863600,1791024,280792,77856,true,9335737,11365706,14133962,2882372,18207778,11251590,1915853
-1473038263736110079,1764498.15,198657.33333333334,248134565,2142,-959204706,11644536,9479224,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,164308,477,20260812,19,1,6925640,1792272,10593088,1608024,true,72302909,13817373,176449815,84479830,21602988,91969985,19667076
81,4.2027527E7,,110631351,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,164331,478,20260812,19,1,1831080,1792272,1273568,,true,25952234,12732051,42027527,16075293,19550586,25952234,0
-7711186731443673343,581679.27,132301.33333333334,134440011,2142,-959204706,12759960,10594256,7328528,8410272,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,164352,479,20260812,19,1,1854848,1792272,1273568,1620040,true,27267713,14732123,58167927,17802382,22973621,40365545,13097832
81,1.18104754E8,,861976571,2142,-959204706,12614376,12614376,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,523,80,635,,2156,2156,998,1633,deserialize,1,164374,480,20260812,20,1,5165576,1792272,8435808,,true,46575129,11467840,118104754,71529625,17900625,46575129,0
2173,1.3716684E7,,81984810,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,164418,481,20260812,20,1,1037744,1791024,280792,,true,10453081,12788667,13716684,3263603,19769531,10453081,0
-1473038263736110079,554045.08,154031.52525252526,118093633,2142,-959204706,13138440,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,164440,482,20260812,20,1,1831080,1792272,1273568,1934040,true,24561534,11561326,55404508,15593853,17759329,39810655,15249121
2185675431948801,1.32348284E7,288200.6666666667,194961945,2142,-959204706,9835248,9477400,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,164463,483,20260812,20,1,6925640,1792272,10591296,66312,true,59564916,11667619,132348284,70189562,18099412,62158722,2593806
59341087977409921,1.24256359E7,294409.0,847922965,2142,-959204706,10387488,9509856,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,388,80,635,62,2083,2021,998,1633,serialize,10,164486,484,20260812,20,1,4601224,1792272,8435808,21600,true,44272113,12990628,124256359,77334565,19764831,46921794,2649681
2185675431948801,1.2236986E7,355780.6666666667,846644873,2142,-959204706,14405728,12801168,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,529,80,635,67,2229,2162,998,1633,deserialize,10,164531,485,20260812,20,1,5165576,1792272,8435808,38888,true,46528760,12630879,122369860,72639074,19334348,49730786,3202026
2185675431948801,3908544.1,231455.44444444444,102697915,2142,-959204706,11674024,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,164577,486,20260812,20,1,1831080,1792272,1273568,96696,true,22828415,11519767,39085441,14173927,17503343,24911514,2083099
2185675431948801,1365723.9,203359.11111111112,72849251,2142,-959204706,9075080,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,164599,487,20260812,20,1,863600,1791024,280792,77856,true,9077517,11167672,13657239,2749490,17328724,10907749,1830232
-1473038263736110079,1560289.0,212174.51515151514,221356794,2142,-959204706,11643752,9657416,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,164621,488,20260812,20,1,6925640,1792272,10591616,1608024,true,64072913,11941215,156028900,70950710,18155909,85078190,21005277
81,3.743911E7,,96639436,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,164644,489,20260812,20,1,1831080,1792272,1273568,,true,23047731,10880839,37439110,14391379,17000042,23047731,0
59341087977409921,1.06504634E7,175073.33333333334,166901762,2142,-959204706,6130856,6130856,7436096,18147336,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,164666,490,20260812,20,1,3464160,1792272,10590720,38536,true,40103619,10840884,106504634,64825355,17416861,41679279,1575660
